epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
41,0.1356454676260119,0.7325220678163611,0.6015900826972463,4.18,0.1629230089485645,0.6794853389263154,0.5366232603788376,0.44,1.25808000656106e-05
