epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
1,0.9810847592981238,0.010593118603777074,0.005574027599179412,21.72,0.9797632992267609,0.06595463044941426,0.03432509889826178,1.7,1.0000000000000002e-06
2,0.9782578976530778,0.05615064069187563,0.029495787159631665,16.69,0.9711521923542022,0.05131103936582804,0.0275116799864918,1.66,2.8000000000000003e-06
3,0.9694953576514596,0.06264197240862383,0.03317560694172004,17.16,0.9671459972858429,0.08252926021814347,0.04522100258618593,2.52,4.6e-06
4,0.9669063146177092,0.114940941897466,0.0637580178138849,16.85,0.9638203024864197,0.12131348513066768,0.06826368886977434,1.67,6.4e-06
5,0.9482185166133078,0.1834997119317689,0.1076135054754559,16.81,0.7961544692516327,0.2719299158634385,0.16953214691893664,1.96,8.2e-06
6,0.6491780194797014,0.3565669580867076,0.23990293435379403,16.72,0.6298659205436706,0.3698025364166824,0.24671076570812148,1.57,1e-05
7,0.6106010102912,0.3889535509194837,0.2665043961989891,16.92,0.6608962953090668,0.33292254560801665,0.22574749129998964,1.61,9.997293623837585e-06
8,0.5457205795928052,0.45587705697662867,0.31851925759129746,17.59,0.6173544287681579,0.38713294483313804,0.25996546215901617,2.34,9.989177454732934e-06
9,0.5805930471733997,0.42015185321878035,0.2966607088228078,16.69,0.5706145107746124,0.4303599077742547,0.2969391348073259,1.56,9.975660367597807e-06
10,0.4939099707101521,0.5078685291028753,0.3667940711188988,17.2,0.5780202448368073,0.42279824674187694,0.29564931899367364,2.51,9.956757143168528e-06
11,0.48717916482373286,0.5140465815416783,0.377529788860365,16.4,0.5666819751262665,0.4339497904002201,0.3051391684159171,1.61,9.932488451843475e-06
12,0.47337482477489273,0.527965745298149,0.38698730916535407,16.38,0.5744182229042053,0.42585966661572455,0.2980237029492855,1.62,9.902880831080306e-06
13,0.4490748941898346,0.5521410959680859,0.40914384786983166,16.75,0.5924451231956482,0.40769051513052545,0.2877868322539143,2.5,9.86796665637763e-06
14,0.40087609542043584,0.6015102435002949,0.45696184810903534,16.77,0.5893919408321381,0.4115284223429626,0.2907630432717269,1.63,9.827784105872876e-06
15,0.39347418985868754,0.6078212002026512,0.47111760635016253,16.51,0.5647509932518006,0.4352232585457386,0.31167022984300274,1.57,9.78237711859507e-06
16,0.3883012188108344,0.6127913833023693,0.47675336991156464,17.61,0.565750801563263,0.4344583027210319,0.30825373755360486,2.06,9.73179534641814e-06
17,0.35154195678861516,0.650380980615553,0.5124011173795321,16.93,0.5821151435375214,0.4185818066180218,0.29617330618784765,1.57,9.67609409976733e-06
18,0.34955312939066635,0.6516681568893162,0.5084183714597633,16.88,0.5366491854190827,0.46276877596392296,0.3368846362864133,1.62,9.615334287138054e-06
19,0.33256899526244715,0.6689363906794155,0.5315136143150372,17.62,0.5631074070930481,0.4377499427879229,0.3153146367752925,1.61,9.549582348493354e-06
20,0.31896908110693883,0.6827766689943688,0.5511410904490683,17.15,0.5610373556613922,0.43855919875204563,0.3134798236191273,1.73,9.478910182612779e-06
21,0.29484610181105764,0.7068054682902968,0.5746115063742955,16.34,0.5310529112815857,0.4696026797348168,0.338172422623029,1.86,9.403395068472121e-06
22,0.31540509744694356,0.6859065034349394,0.5613219098698832,17.07,0.544668048620224,0.4557751353713684,0.3304652731749229,1.6,9.323119580739991e-06
23,0.29859383404254913,0.7023762241633927,0.5746075446904318,16.49,0.5243669927120209,0.4765230665856507,0.3444615627580788,1.57,9.23817149948363e-06
24,0.27353574021866445,0.7291395793619909,0.5996935606787079,16.76,0.5337034583091735,0.4663918978476431,0.33685899404226805,2.18,9.148643714182699e-06
