epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
58,0.1581391590206246,0.8435167034989909,0.7475151403954154,17.11,0.4842635214328766,0.5163389903318603,0.3796108749520499,2.0,4.316094943826381e-06
