epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.5446306897534264,0.016243342449888586,0.008249927940778435,0.5244024902582168,0.01624847240746021,0.00833101631142199
2,0.5170958823627896,0.015771574551601792,0.008006331054235084,0.5143544971942902,0.020760200405493378,0.010811591451056302
3,0.510940874947442,0.022312943952985935,0.011419274074594594,0.5063294887542724,0.05126620708033443,0.028320400649681686
4,0.5072051518493228,0.04486577167986575,0.023393726061031985,0.5039249926805496,0.07250492889434099,0.040779081359505656
5,0.5052187118265364,0.05979709525903066,0.031855812911979024,0.5008644431829452,0.1132429176941514,0.06638749120756984
6,0.5019671281178792,0.0810867340510918,0.04506962929541866,0.49843704998493193,0.1200769703835249,0.07236390826292335
7,0.5001058485772875,0.0864127184665348,0.04667381363429336,0.4953483760356903,0.1309332825243473,0.07768164901062846
8,0.49810127682156036,0.11820208044096539,0.0673278080950897,0.4948061466217041,0.11586315743625164,0.0660896411165595
9,0.49620398945278593,0.12621720476696888,0.07242311017794742,0.4934499055147171,0.14899740517139434,0.08953425269573927
10,0.4932802769872877,0.14284055078816082,0.08180839299327797,0.4901293754577637,0.1172396969050169,0.0690915777347982
11,0.4916163080268436,0.1631743509736326,0.0935306606710785,0.48934962451457975,0.1847185656428337,0.11258862130343913
12,0.49119348923365275,0.17259925318260988,0.10198377277702093,0.48870114982128143,0.18563616648316383,0.10872156247496605
13,0.4891932136482663,0.20068562411599689,0.12076953143502275,0.4933114260435104,0.11710871756076813,0.06644594743847847
14,0.48786654339896307,0.21667544779172912,0.13246307315675948,0.485004785656929,0.29383024349808695,0.18217054940760136
15,0.4877081082926856,0.22115928396168683,0.13498759583259623,0.48364044427871705,0.29852509051561354,0.18550811596214772
16,0.4864208459854126,0.24107395373284818,0.14850935313022798,0.49024565815925597,0.1510071363300085,0.08618505280464887
17,0.4825892627239227,0.2829120765129725,0.1799557175901201,0.4819005787372589,0.3179483123123646,0.1975907426327467
18,0.4822340468565623,0.2781448989899622,0.17955590384081005,0.4806250423192978,0.2784621797502041,0.17137847654521465
19,0.4813176347149743,0.3113740127947595,0.20434471083184083,0.48102998435497285,0.3132290795445442,0.19391288235783577
20,0.47920012010468377,0.3131571036660009,0.20669367934266727,0.48090831339359286,0.2780056558549404,0.1687245298177004
