epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
1,0.8406774370293868,0.01875646349301525,0.009551267330703252,150.92,0.8381043493747711,0.015322329779155552,0.007897299737669528,32.3,1.0000000000000002e-06
2,0.7193415125733927,0.001346170139688758,0.0009289366931673277,17.9,0.5233550310134888,0.0003925913220882649,0.0003925913220882649,1.5,2.8000000000000003e-06
3,0.48827681141464335,0.0003960728296844632,0.0003960728296844632,16.74,0.4471524268388748,0.0003925913220882649,0.0003925913220882649,1.6,4.6e-06
4,0.4130131912074591,0.033760186212308134,0.024901031705380057,16.75,0.41509635746479034,0.08425544713973068,0.04712941734469496,2.36,6.4e-06
5,0.3838253319263458,0.33988362039881875,0.22466875573842882,16.59,0.3820749670267105,0.37997220903635026,0.24183861315250396,1.52,8.2e-06
6,0.36617168548860046,0.4112832707446375,0.27652366899986336,17.28,0.37398779988288877,0.38520443696470463,0.24798219162912574,1.51,1e-05
7,0.3167373787023519,0.4506535523428044,0.3168420705678727,17.86,0.33940099775791166,0.37292883400805293,0.25434237127192316,2.31,9.997293623837585e-06
8,0.28727769949718523,0.47383741675141783,0.3332729694335572,17.53,0.32779992967844007,0.39538219571113586,0.26048642545938494,1.59,9.989177454732934e-06
9,0.2763549209033188,0.4924488209079228,0.3469292200698922,17.48,0.35474616587162017,0.33284745589480735,0.23100157306180336,1.49,9.975660367597807e-06
10,0.2649110160571964,0.512096392974184,0.3689202003603752,18.73,0.3315469115972519,0.37016950236575213,0.25722445408755445,1.76,9.956757143168528e-06
11,0.2607114048380601,0.5341353603251168,0.3909396481827379,18.23,0.3386960431933403,0.36163450227177235,0.2512914166698465,1.5,9.932488451843475e-06
12,0.22783198737000165,0.597176444358315,0.4484332158616254,17.84,0.32121730893850325,0.3985450822860003,0.2837549362331629,2.29,9.902880831080306e-06
13,0.20929144180722928,0.6190347791845469,0.4708381095950149,17.61,0.2849504441022873,0.4733507419878151,0.3401596317940857,1.55,9.86796665637763e-06
14,0.20747709710543094,0.6206129538722484,0.4755750673326762,17.64,0.27635762840509415,0.4884852021932602,0.3442390143871307,2.19,9.827784105872876e-06
15,0.1867902396050723,0.6599076161602218,0.5146767548775595,17.77,0.310998746752739,0.42038406929932537,0.2968837206251919,1.51,9.78237711859507e-06
16,0.18579112625631847,0.6834161667073587,0.5471915247035213,18.25,0.3008159503340721,0.44382196557708087,0.31316434633918105,1.5,9.73179534641814e-06
17,0.16720688568526193,0.6963119028430236,0.5509284187696482,18.41,0.2903940573334694,0.4631335607060464,0.331583235625294,2.34,9.67609409976733e-06
18,0.14976033440938122,0.728368904477592,0.5959507317495177,17.45,0.3115543246269226,0.42289764051674866,0.2989649801456835,1.53,9.615334287138054e-06
19,0.16273303893639854,0.7020671382840526,0.5718261027512582,19.25,0.27595558762550354,0.490992240246851,0.3553842764464207,2.24,9.549582348493354e-06
20,0.14867737992225508,0.7293226505471945,0.5980085658290926,17.96,0.268347904086113,0.5033408535062336,0.367158095294144,1.5,9.478910182612779e-06
21,0.1349500031455567,0.7546952866679547,0.6242191389472665,18.7,0.2586453899741173,0.5208114163076971,0.38596767346025446,2.36,9.403395068472121e-06
22,0.13676470189698434,0.7505525912305242,0.6207288037985563,17.3,0.2710222139954567,0.5004502464900724,0.3642023463617079,1.48,9.323119580739991e-06
