epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
1,0.9765822524609773,0.02341774612179269,0.011908055556452146,6.3,0.9698259830474854,0.03017401471734047,0.01553166713565588,0.92,1e-05
2,0.9697151287742283,0.03028487908127515,0.015481514512034862,3.88,0.9604193449020386,0.03958064690232277,0.020566704217344522,0.41,2.8e-05
3,0.9626098586165387,0.03739014085706161,0.01921904202469665,3.87,0.9536104798316956,0.0463895171880722,0.024251519702374935,0.41,4.6e-05
4,0.9580771119698234,0.04192289133666434,0.021632870139198887,3.93,0.9429058074951172,0.057094202190637586,0.03013265524059534,0.9,6.4e-05
5,0.9466961751813474,0.05330383522517007,0.027627899858128767,3.85,0.930192744731903,0.06980725675821305,0.037262333743274215,0.4,8.2e-05
6,0.9339070009148639,0.06609299406409264,0.034730406154109085,3.85,0.9036423563957214,0.09635765627026557,0.052839812636375424,0.4,0.0001
7,0.9064056277275085,0.09359436696800201,0.05008472522477741,3.83,0.8481714010238648,0.1518285982310772,0.08757267966866493,0.4,9.98794204878613e-05
8,0.8634643243706744,0.13653567109418951,0.07560067324210769,3.92,0.7889704585075379,0.21102954298257828,0.12832297682762145,0.41,9.951826940270773e-05
9,0.8203200309172921,0.17967996916369253,0.10283513622277457,3.83,0.8360666036605835,0.1639333948493004,0.09529819786548614,0.4,9.891830623632339e-05
10,0.7658589585967686,0.23414104043141656,0.13784740589883016,3.84,0.6630235075950622,0.3369764894247055,0.2209179237484932,0.41,9.808245394894679e-05
11,0.6893206834793091,0.3106793156298606,0.1910954540109505,3.85,0.59068363904953,0.4093163549900055,0.28105897903442384,0.9,9.701478472890248e-05
12,0.6478167979613595,0.3521832069483302,0.2262588528708717,3.85,0.5380024433135986,0.4619975447654724,0.3233592867851257,0.41,9.572050015330875e-05
13,0.5674471440522567,0.43255285724349646,0.2860388742840808,3.85,0.5166887879371643,0.4833112180233002,0.3400053709745407,0.41,9.42059058465169e-05
14,0.5184977572897206,0.48150224335815595,0.32823675935683044,3.84,0.441826605796814,0.5581733882427216,0.4099740147590637,0.4,9.247838075974309e-05
15,0.47113474296486896,0.5288652596266373,0.3736914337977119,3.83,0.454118537902832,0.5458814561367035,0.3973606824874878,0.41,9.054634122155992e-05
16,0.4193437695503235,0.5806562323933062,0.42345775631458865,3.86,0.46566765308380126,0.5343323528766633,0.39018050730228426,0.4,8.841919993438942e-05
17,0.4606197294981583,0.539380273093348,0.3907051015159358,3.84,0.41870276927947997,0.58129723072052,0.4354575514793396,0.4,8.610732011676325e-05
18,0.4347322738688925,0.5652677267789841,0.4090994758450467,3.86,0.42556191682815553,0.57443807721138,0.4308419317007065,0.9,8.36219650147635e-05
19,0.3605212595151818,0.6394787404848181,0.48684861413810565,3.86,0.3857473492622375,0.6142526566982269,0.4623968988656998,0.41,8.09752430286201e-05
20,0.3715036589166392,0.6284963410833607,0.47163251301516657,3.85,0.3821519374847412,0.6178480684757233,0.47045934200286865,0.41,7.818004872180198e-05
21,0.34899719383405603,0.651002806165944,0.49550971259241516,3.82,0.37217059135437014,0.6278294146060943,0.48168922662734986,0.41,7.525000000000001e-05
22,0.33503859457762347,0.6649614054223766,0.5135007338679355,3.82,0.34744058847427367,0.6525594174861908,0.5017162740230561,0.4,7.219937176605935e-05
23,0.41554186914278113,0.5844581297234349,0.4362133564022572,3.85,0.3464523911476135,0.6535476088523865,0.5047834873199463,0.4,6.904302637408766e-05
24,0.3730720722157022,0.626927925840668,0.4787409111209538,3.84,0.36826159954071047,0.6317384004592895,0.4854046106338501,0.41,6.579634122155991e-05
25,0.3532246403072191,0.64677535985475,0.5008759941581798,3.85,0.36384967565536497,0.6361503183841706,0.48973569869995115,0.41,6.247513383218356e-05
26,0.2984132144762122,0.7015867842280347,0.5519212160421454,3.86,0.3506056427955627,0.6493943572044373,0.5039740264415741,0.4,5.909558479451306e-05
27,0.33525636403456976,0.6647436359654302,0.5128003993759984,3.85,0.37283978462219236,0.6271602213382721,0.48778324127197265,0.41,5.5674158931748854e-05
28,0.30577716879222705,0.694222831207773,0.5489748943111171,3.84,0.3418197393417358,0.6581802666187286,0.5115245580673218,0.41,5.222752508677381e-05
29,0.27779134200966876,0.7222086579903312,0.5752923799597699,3.83,0.33318361043930056,0.6668163895606994,0.5207399845123291,0.41,4.8772474913226224e-05
30,0.2948472629422727,0.7051527357619741,0.5657554521508839,3.84,0.3811896324157715,0.6188103675842285,0.4790236920118332,0.4,4.532584106825117e-05
31,0.27883712364279706,0.7211628776529561,0.5772611783898395,3.84,0.3704918384552002,0.6295081615447998,0.4828092932701111,0.41,4.190441520548696e-05
32,0.27205123331235803,0.727948766687642,0.5846447452254917,3.85,0.37481542825698855,0.6251845598220825,0.48212784230709077,0.4,3.852486616781645e-05
33,0.32307033694308734,0.6769296622116362,0.534461562202879,4.34,0.3851567983627319,0.6148432075977326,0.4747308403253555,0.41,3.520365877844012e-05
34,0.28941226523855457,0.7105877360571986,0.5680663410736166,3.83,0.3592504978179932,0.6407495021820069,0.4972140431404114,0.4,3.1956973625912366e-05
35,0.2896802477214647,0.7103197535742884,0.564561739563942,3.84,0.34926888942718504,0.650731110572815,0.5060597896575928,0.4,2.8800628233940678e-05
36,0.2568072313847749,0.7431927686152251,0.603278962166413,3.85,0.3466287851333618,0.6533712148666382,0.5087184369564056,0.41,2.5750000000000023e-05
37,0.24627415511919104,0.753725844880809,0.618304352397504,3.79,0.34688740968704224,0.6531125903129578,0.5089775323867798,0.4,2.281995127819805e-05
38,0.28510896537614905,0.714891034623851,0.5815776463436044,3.92,0.3419359564781189,0.6580640375614166,0.512978333234787,0.4,2.0024756971379923e-05
39,0.2826689818631048,0.7173310181368953,0.5725704301958499,3.85,0.34929006099700927,0.6507099390029907,0.5062932908535004,0.4,1.7378034985236525e-05
40,0.2677055597305298,0.7322944415652234,0.5949473011752834,4.44,0.3462610125541687,0.6537389874458313,0.5092530846595764,0.41,1.4892679883236773e-05
41,0.2523469899011695,0.7476530088030774,0.6089542417422585,3.85,0.3670507431030273,0.6329492568969727,0.49190150797367094,0.41,1.2580800065610601e-05
42,0.24754193295603213,0.7524580670439679,0.6154001173765763,3.84,0.367678165435791,0.632321834564209,0.49255075454711916,0.4,1.0453658778440112e-05
