epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.784918064656465,0.022241793491918106,0.011301018378656843,0.7563784122467041,0.035185396671295166,0.018209070060402156
2,0.6392067074775696,0.03264369435972818,0.016721502037556922,0.6711484670639039,0.025045359320938588,0.012798632588237524
3,0.5983860622281614,0.04244163563555997,0.021856259797578274,0.6406119346618653,0.04502510316669941,0.023470642045140266
4,0.5738407140192778,0.05414723677803641,0.028078448756233505,0.5775618195533753,0.06886970736086369,0.03691313322633505
5,0.5467610618342524,0.06928574431525625,0.03634734067094067,0.5370617747306824,0.0872643057256937,0.04765375517308712
6,0.5319644251595372,0.08579482437799806,0.04554502840113381,0.509297114610672,0.0990102719515562,0.05556298457086086
7,0.5143725975700046,0.09865264610751816,0.05263413934280043,0.505817300081253,0.11135120242834091,0.062356111407279965
8,0.5055451885513638,0.11234654283717922,0.06110848020762205,0.5018099129199982,0.11221654340624809,0.06287645734846592
9,0.4958923368350319,0.1162642229186452,0.06377137897779113,0.4863543093204498,0.12953162640333177,0.07368179969489574
10,0.4793780381264894,0.14145505460708038,0.0782387025816285,0.4523264288902283,0.16635882705450059,0.09913316294550896
11,0.46632509257482446,0.1574769962740981,0.08748589043060075,0.44400782585144044,0.17824809849262238,0.10725895538926125
12,0.45043832581976184,0.17908019280951956,0.10235322825610638,0.44415565133094786,0.19162696748971939,0.11230947300791741
13,0.43982028313305066,0.19282431689941365,0.11071792755113996,0.43000930547714233,0.20856949239969252,0.1254217192530632
14,0.4179501533508301,0.22754664621923282,0.13338555557572324,0.4069056332111359,0.238829305768013,0.14659867733716964
15,0.4122814769330232,0.23049099783858526,0.1352692439686507,0.40465992093086245,0.2513197287917137,0.15475040972232817
16,0.3857302037270173,0.28094090197397315,0.16860627140039983,0.4021447539329529,0.24884316325187683,0.15043285936117173
17,0.3812062293291092,0.28540322006396623,0.17538821421887563,0.38125101923942567,0.2842677295207977,0.17964654862880708
18,0.3595886204553687,0.32144289496152295,0.200537898618242,0.36841591596603396,0.3126817047595978,0.19605132341384887
19,0.3439522281936977,0.3522665141069371,0.22267811324285425,0.3408911645412445,0.35655381679534914,0.23214596807956694
20,0.34322699839654175,0.3539027293091235,0.2220331245790357,0.33116212487220764,0.3784472167491913,0.2532275035977364
21,0.3233361522788587,0.3895188673682835,0.2494945425702178,0.3203859567642212,0.3872958689928055,0.25990304052829744
22,0.30613049605618353,0.42366128447263135,0.28054324505121814,0.30213156044483186,0.42416144013404844,0.28683316707611084
23,0.27860197813614557,0.4708155348249104,0.32165196246427036,0.2964155972003937,0.4395049691200256,0.2982503563165665
24,0.28590817943863245,0.46066007633572037,0.3116501004475614,0.30092633366584776,0.4309879779815674,0.2839081287384033
25,0.2814671319463979,0.4678822017234305,0.31650320991225867,0.27691700458526614,0.4749453902244568,0.3260512471199036
26,0.25948362214409787,0.5088354102943254,0.3534149210090223,0.2668909192085266,0.4964816331863403,0.3433444619178772
27,0.2606403915130574,0.5080355894954308,0.35918969822966534,0.27532375752925875,0.48017464876174926,0.32472124993801116
28,0.2428693742207859,0.54140022267466,0.3806498452373173,0.2520201653242111,0.5221806466579437,0.36381234526634215
29,0.2358622492655464,0.5559217385623766,0.3942158306422441,0.26031631231307983,0.5170362532138825,0.3563209265470505
30,0.22794409387785455,0.5683969531370245,0.4194183139049489,0.4140397906303406,0.2925326436758041,0.17831916213035584
31,0.23336703913367313,0.5616542528504911,0.4044944993827654,0.23735145032405852,0.5540583550930023,0.39489918351173403
32,0.23954304793606634,0.5500918419464774,0.39593007901440497,0.23521611988544464,0.5515440762042999,0.40191218852996824
33,0.2258583119382029,0.5763004124164581,0.4192278747973235,0.23115936666727066,0.5647234559059143,0.41624701023101807
34,0.19299236199130182,0.6350206136703491,0.47996503244275635,0.22568491399288176,0.5762653112411499,0.4180160045623779
35,0.23017384727364001,0.5747845121051954,0.4128778972055601,0.22837331295013427,0.5649728238582611,0.4160186290740967
36,0.19205513985260672,0.6397968737975411,0.4806733507177104,0.24007609784603118,0.5686718165874481,0.4069513827562332
37,0.19717919275812482,0.6321060100327367,0.47310304382573004,0.2195306271314621,0.588319045305252,0.43229442536830903
38,0.21253928315380347,0.599354743309643,0.44515886514083197,0.23967839479446412,0.5518078863620758,0.39390849471092226
39,0.18655698325323022,0.6517290861710258,0.4935098484806392,0.19602654427289962,0.6275754749774933,0.4787486732006073
40,0.1909554924653924,0.640209612639054,0.4857828811458919,0.2226803869009018,0.601819920539856,0.4436235010623932
41,0.18853067039795543,0.6474934129611306,0.49475143720274384,0.23594012558460237,0.5690137863159179,0.4058468520641327
42,0.19924529949608055,0.6263455204341722,0.470687131518903,0.20554142892360688,0.6215904891490937,0.4650241553783417
43,0.1867405785166699,0.6486854449562405,0.49936532779880194,0.19019496738910674,0.6435760617256164,0.4926576793193817
44,0.17618231264793355,0.6690078060264173,0.5201285118642061,0.21005841344594955,0.6055279433727264,0.4553902208805084
45,0.18124905876491382,0.6640801572281382,0.5151807562164639,0.1957083001732826,0.6308051347732544,0.4843556106090546
46,0.16697704792022705,0.6893067683862604,0.5409752402616583,0.20214072167873381,0.6214948236942291,0.47325397431850436
47,0.16542468576327615,0.6879355764907339,0.5420011171828145,0.19988506734371186,0.6277010977268219,0.46966678500175474
48,0.1856542961752933,0.6566495415957078,0.5034948354182036,0.21301547586917877,0.5960489153862,0.4498176217079163
49,0.15338096751467042,0.7143030244371166,0.5680413388687632,0.22018726915121078,0.6060282111167907,0.44508342146873475
50,0.17089496974063956,0.6810170126997906,0.5311762496181156,0.22816725820302963,0.5937431871891021,0.43743719458580016
