epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
30,0.0004414938436974,0.8103913309934893,0.699566657801992,16.93,0.0016598464106209,0.4511063277721405,0.3223518133163452,1.89,8.521122082148817e-06
