epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.9702913853857252,0.0378549843819605,0.019532370143052605,0.9638927578926086,0.04665701454505324,0.02486196728423238
2,0.9597567743725247,0.06145520837356647,0.03261192760223316,0.9555265605449677,0.06820965372025967,0.037225665897130965
3,0.9537934051619635,0.0754553409867084,0.040587275739603176,0.9470151782035827,0.10257593505084514,0.057673370279371736
4,0.9472302198410034,0.09999985057446692,0.05485074326602949,0.9443870306015014,0.09498422034084797,0.05367176700383425
5,0.9410733103752136,0.12899547753234705,0.07248009741306305,0.9351498246192932,0.20910950973629952,0.1283468533307314
6,0.9380671501159668,0.1204782944586542,0.06726157782185409,0.9282144188880921,0.1603713348507881,0.09298296235501766
7,0.92719480726454,0.16552758659753536,0.09685253680994113,0.9223265230655671,0.22871097698807716,0.1369212195277214
8,0.9198835240470038,0.19136586085789734,0.11561118066310883,0.9194908320903779,0.1852177269756794,0.10868067964911461
9,0.9151171061727735,0.20553959766499855,0.12423992143626997,0.9156807482242584,0.2245592214167118,0.13510314971208573
10,0.9036009311676025,0.2114214862153555,0.12887236148429412,0.9055972278118134,0.3676674336194992,0.2363458752632141
11,0.893565559387207,0.2656819924885996,0.16770746200531397,0.901411110162735,0.1970037579536438,0.11706115398555994
12,0.8784653279516432,0.28013541890929144,0.17784375944692227,0.8895967304706573,0.20263822749257088,0.12294605784118176
13,0.8680232803026835,0.30949582101570233,0.19984478866681457,0.8667729735374451,0.35553135722875595,0.22657623142004013
14,0.8588998251491122,0.2942623431409528,0.1955644853545689,0.8516566693782807,0.41812259927392004,0.2802875481545925
15,0.8462237053447299,0.3241612745123146,0.20940205639902462,0.8612311959266663,0.28430897146463396,0.17326449118554593
16,0.8287631935543485,0.35461945293678176,0.23694983439313042,0.8364028096199035,0.5637161165475846,0.40453381687402723
17,0.8202599061859979,0.3771620362583134,0.2472197498505314,0.8130220413208008,0.4414178133010864,0.29788191616535187
18,0.8041023121939765,0.4114370930319031,0.28382793510746623,0.8007458090782166,0.5459901571273804,0.3914386749267578
19,0.7854753878381517,0.4057766736551356,0.28044208469428766,0.7915194392204284,0.5171375706791878,0.3741397388279438
20,0.7540952775213453,0.44209458861086104,0.30701062575810484,0.7757261633872986,0.5193874686956406,0.3697239823639393
21,0.745641729566786,0.4672595684727033,0.3346132001322177,0.7452052593231201,0.5360580205917358,0.380749075114727
22,0.7151447256406148,0.48490667161014345,0.3467772676712937,0.7437561869621276,0.49560028612613677,0.34610893204808235
23,0.6931517150666978,0.49663882596489406,0.364182147564457,0.7174095571041107,0.5089336916804313,0.3573374547064304
24,0.6662440220514934,0.5385010447767046,0.403696532216337,0.7035578846931457,0.5247425839304924,0.3716237358748913
25,0.6667972339524163,0.5367414803968535,0.39924902270237606,0.705297178030014,0.5947801426053048,0.44750719144940376
26,0.6435060328907437,0.5653875565557327,0.4283111944160838,0.6785203695297242,0.5869064375758171,0.4326372593641281
27,0.6314102437761094,0.557372100337913,0.42115268128529554,0.6783319354057312,0.6018525183200836,0.4462358936667442
