epoch,train_loss,train_dice,train_iou,train_time_s,val_loss,val_dice,val_iou,val_time_s,learning_rate
1,0.8150395958319955,0.01940349519819669,0.009846152504906058,6.5,0.7950888395309448,0.021822914760559798,0.011156083876267075,0.91,1e-05
2,0.7777367052824601,0.021491258810071842,0.010902125155553222,3.99,0.7299369215965271,0.02720349971204996,0.014004720002412796,0.45,2.8e-05
3,0.7274204311163529,0.026814225291752296,0.013651720248162746,4.04,0.6703619718551636,0.03802635632455349,0.019912497885525227,0.41,4.6e-05
4,0.6769735709480618,0.03235202149042617,0.016632745710565992,4.0,0.6179928779602051,0.04800121523439884,0.025449056271463634,0.41,6.4e-05
5,0.6265071008516394,0.04369162909848535,0.02255322379262551,3.88,0.5744112730026245,0.07035597711801529,0.03814237527549267,0.41,8.2e-05
6,0.5824988873108573,0.06028410108031138,0.031559622765559216,3.89,0.5465255379676819,0.090617436170578,0.04991637505590916,0.41,0.0001
7,0.5535806339720021,0.073098117566627,0.03859301915635233,4.05,0.5142292559146882,0.11010907962918282,0.06203497909009457,0.41,9.98794204878613e-05
8,0.5311213939086251,0.08456973116035046,0.044820226485962456,3.87,0.49825337529182434,0.12460810542106629,0.07109670601785183,0.41,9.951826940270773e-05
9,0.50699768377387,0.10518819822565369,0.057294941345310726,4.43,0.47589302659034727,0.14496654644608498,0.08438610099256039,0.41,9.891830623632339e-05
10,0.4856040827606035,0.12885336642679962,0.07054913975298405,4.11,0.4504360854625702,0.1714533269405365,0.1019486851990223,0.43,9.808245394894679e-05
11,0.4645459911097651,0.15567947843152544,0.08695842455262723,4.08,0.43340789079666137,0.1942526027560234,0.11813107207417488,0.45,9.701478472890248e-05
12,0.4505825237087581,0.1708387917150622,0.09649921338195386,4.23,0.40491524040699006,0.23659395277500153,0.14752600491046905,0.41,9.572050015330875e-05
13,0.4258231695579446,0.2108663059771061,0.12184457780550355,4.05,0.39540467858314515,0.25758505761623385,0.16230282485485076,0.4,9.42059058465169e-05
14,0.39556107832037884,0.25904017557268555,0.15562896592461545,3.88,0.3740180015563965,0.2912674188613892,0.1882660210132599,0.41,9.247838075974309e-05
15,0.3792931722558063,0.2864667410435884,0.17232559135426645,3.95,0.3522519201040268,0.3308830469846725,0.21813915818929672,0.42,9.054634122155992e-05
16,0.37538252835688385,0.2971924378172211,0.18087628062652505,4.22,0.3372092217206955,0.35685220956802366,0.23859357386827468,0.45,8.841919993438942e-05
17,0.3464937896832176,0.3430961849896804,0.2132289192598799,4.02,0.3142594248056412,0.3977848649024963,0.27078503668308257,0.41,8.610732011676325e-05
18,0.3291258202946704,0.3765981262144835,0.24079614359399545,3.9,0.3044834017753601,0.4153597056865692,0.285785910487175,0.43,8.36219650147635e-05
19,0.2977864858896836,0.43334536513556604,0.28512635341157083,3.89,0.27964002192020415,0.46116137504577637,0.32183127403259276,0.4,8.09752430286201e-05
20,0.29407495713752246,0.43921330312023993,0.2891275882720947,3.98,0.27012609094381335,0.4790128171443939,0.3370971977710724,0.4,7.818004872180198e-05
21,0.2643473051164461,0.49642219232476276,0.3415671373191087,3.85,0.27484687268733976,0.4774033784866333,0.33192201852798464,0.42,7.525000000000001e-05
22,0.26001838789038034,0.5026165506114131,0.35304695011480997,4.3,0.2477717399597168,0.5241626262664795,0.37726758122444154,0.4,7.219937176605935e-05
23,0.24398800471554632,0.5332866365193774,0.3824953257736406,3.85,0.2418302059173584,0.5364448189735412,0.39088217318058016,0.4,6.904302637408766e-05
24,0.22111947380978128,0.5771193983762161,0.4173643893521765,3.86,0.24115585386753083,0.538919472694397,0.39277311861515046,0.4,6.579634122155991e-05
