epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.5007997168147046,0.026044673144655382,0.013295524206984302,0.5036665678024292,0.02809124644845724,0.014423850923776627
2,0.48841910388158716,0.042581937113857785,0.022341987543293963,0.5618518114089965,0.037816208228468894,0.01958815800026059
3,0.48506765909816907,0.04692577015932487,0.024201198025485097,0.6554304003715515,0.03234997559338808,0.01670095222070813
4,0.47629731504813483,0.06249175147841806,0.03261552483815214,0.5060464441776276,0.06090936698019504,0.032262256182730195
5,0.4661977537300276,0.07847641003520592,0.04170801089671643,0.45861582159996034,0.09159536957740784,0.050892436876893044
6,0.45218442315640656,0.10671412734233815,0.05757902797473514,0.43221667408943176,0.14750465005636215,0.08579723238945007
7,0.43176875425421674,0.1479181679694549,0.0824633424129823,0.4252588450908661,0.1643179565668106,0.09535102918744087
8,0.4031726834566697,0.20506377485783203,0.11898118630051613,0.3913980066776276,0.22890854477882386,0.14095108583569527
9,0.38368239674879157,0.2441292181611061,0.14466432287641193,0.36737980246543883,0.27228393256664274,0.17221471667289734
10,0.3630432823429937,0.2843272972686859,0.17331585822514328,0.35206085741519927,0.3007865846157074,0.19417541325092316
11,0.3362634525350902,0.33714251479376917,0.20982801428307657,0.31880654990673063,0.3676638871431351,0.2471024990081787
12,0.3206635072179463,0.36761898838955426,0.23440842783969382,0.35207960605621336,0.3033542722463608,0.1880309537053108
13,0.28777961951235065,0.4335691248593123,0.2848633038608924,0.2972277820110321,0.4137902855873108,0.2746290296316147
14,0.26599433499833813,0.47514260981393897,0.321873189314552,0.3169076681137085,0.38014833331108094,0.2443860039114952
15,0.25754409898882324,0.49296247280891176,0.3433343487356425,0.2501840144395828,0.5055448353290558,0.3559719264507294
16,0.24462387030539307,0.5181584066670873,0.3656726110240687,0.24818231761455536,0.5095932364463807,0.36041805148124695
17,0.2323860160034636,0.5424741986005203,0.38708380318206287,0.2480316460132599,0.5130245804786682,0.3580699354410172
18,0.22027235834494882,0.5665614113778524,0.4177536315831315,0.2297693073749542,0.5491016685962677,0.39234946966171264
